"","Channel_id","Channel_title","Rank","id","β"
"22","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"6iTpjB-WcHE","1.04096359743041"
"23","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"9KOysxEalZw","1.04096359743041"
"24","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"9MLXH1Gv_CE","1.04096359743041"
"25","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"9sPuoqBYLZI","1.04096359743041"
"26","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"ACHpA0Zu6ig","1.04096359743041"
"27","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"aXQxulUyVc4","1.04096359743041"
"28","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"ayZZHhPFzr8","1.04096359743041"
"29","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"bDxZCRjPtXU","1.04096359743041"
"30","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"bJPOUeLfuJI","1.04096359743041"
"31","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"bk2qXk-8VP4","1.04096359743041"
"32","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"bVOUqMT7RbE","1.04096359743041"
"33","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"cAtlUDP4338","1.04096359743041"
"34","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"ckHT-szRy5A","1.04096359743041"
"35","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"cmiDfY1OA5E","1.04096359743041"
"36","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"CtGODshTJlI","1.04096359743041"
"37","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"CxZvbYs1LF0","1.04096359743041"
"38","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"eBDxKcCv4kg","1.04096359743041"
"39","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"fFDiVGdYvnI","1.04096359743041"
"40","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"fXWjmMfG4xM","1.04096359743041"
"41","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"gxfz8_VPo4I","1.04096359743041"
"42","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"HaDbHucwfJg","1.04096359743041"
"43","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"HFAKzbaAs_0","1.04096359743041"
"44","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"hmDo7bMj7BU","1.04096359743041"
"45","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"HrKq8JXriZo","1.04096359743041"
"46","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"IIt79Fjj-Hg","1.04096359743041"
"47","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"io0w1lTHYYo","1.04096359743041"
"48","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"iZKE2OK19iI","1.04096359743041"
"49","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"J_kEkfwogGg","1.04096359743041"
"50","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"j4H0PjLxjp0","1.04096359743041"
"51","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"J8zhe21dJrM","1.04096359743041"
"52","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"JdSmMDQ0NTU","1.04096359743041"
"53","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"jlOfjo1RYNM","1.04096359743041"
"54","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"jOD8D2NvvAw","1.04096359743041"
"55","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"jYmm-P2aXm8","1.04096359743041"
"56","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"K_YMMlvepBM","1.04096359743041"
"57","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"k2nztHNgNlU","1.04096359743041"
"58","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"kKvaAeHlRRk","1.04096359743041"
"59","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"krnlaF-1fUE","1.04096359743041"
"60","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"KTZVEDJi1CQ","1.04096359743041"
"61","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"KYSNf0DrtUU","1.04096359743041"
"62","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"l-KJPDZuCSo","1.04096359743041"
"63","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"LGSp4iMSf4c","1.04096359743041"
"64","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"Lv6xML269pM","1.04096359743041"
"65","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"MmuuiebPs1M","1.04096359743041"
"66","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"mN4D6uoGR6o","1.04096359743041"
"67","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"mspj_QATcAQ","1.04096359743041"
"68","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"NbfeYXebjp0","1.04096359743041"
"69","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"nxwSmS1podk","1.04096359743041"
"70","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"o27eOi6-BuI","1.04096359743041"
"71","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"OdRQgBuO2gA","1.04096359743041"
"72","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"oiaXD4wwUDI","1.04096359743041"
"73","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"Ol3IdbQJNAw","1.04096359743041"
"74","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"OLig15srEN0","1.04096359743041"
"75","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"OVnaCJwVHiY","1.04096359743041"
"76","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"oX2B1MPjde0","1.04096359743041"
"77","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"p2SAYiIIdOs","1.04096359743041"
"78","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"p7aQiExbcdY","1.04096359743041"
"79","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"PvKouYUoY8s","1.04096359743041"
"80","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"qdA3XnyMQs4","1.04096359743041"
"81","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"QlreRVdicRY","1.04096359743041"
"82","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"QxsEI2S99Sg","1.04096359743041"
"83","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"RsZjzWNA_TI","1.04096359743041"
"84","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"Rt97oK0CZqg","1.04096359743041"
"85","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"S7ZU9OVX7Mg","1.04096359743041"
"86","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"Sk8KdAj-rQw","1.04096359743041"
"87","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"sn1dWoT89dI","1.04096359743041"
"88","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"st6SxDjoqx8","1.04096359743041"
"89","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"Tk_F4rLLPco","1.04096359743041"
"90","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"Tnbe4yUwqFw","1.04096359743041"
"91","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"TpfO_FrEahw","1.04096359743041"
"92","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"Tq3P_JY9ecs","1.04096359743041"
"93","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"TXxP88b7X7s","1.04096359743041"
"94","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"UlfFsNYrT4M","1.04096359743041"
"95","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"uYegzaL--Ks","1.04096359743041"
"96","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"V3qz6OLzMIE","1.04096359743041"
"97","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"V6OKdn6xc6A","1.04096359743041"
"98","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"V7mQOtuZ_jU","1.04096359743041"
"99","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"VLpDOMQv830","1.04096359743041"
"100","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"w_uau-LY89g","1.04096359743041"
"101","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"w4vA0GbXXXg","1.04096359743041"
"102","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"wiqaNZ-ffDs","1.04096359743041"
"103","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"Wk3kgX_ivws","1.04096359743041"
"104","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"WYjhuYetI1s","1.04096359743041"
"105","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"WzxTIQexyio","1.04096359743041"
"106","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"XA73H2AO92I","1.04096359743041"
"107","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"xHp-w5K_-wA","1.04096359743041"
"108","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"Y378jhFV2dg","1.04096359743041"
"109","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"Z4y8MMac4yY","1.04096359743041"
"110","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"z6ITEMhJ5F0","1.04096359743041"
"111","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"zeSNwuzpnwQ","1.04096359743041"
"112","UC_S7C4QPoZKTGH9DBz-1HCw","絕代雙Q",2,"zyZuXZPVE_k","1.04096359743041"
"113","UC-QcZREHWQJgUN5AOBab1NQ","孟琦 NATSUKI",3,"-nrXCyS5H8o","1.19532846715328"
"114","UC-QcZREHWQJgUN5AOBab1NQ","孟琦 NATSUKI",3,"BRwbjW2O-Sk","1.19532846715328"
"115","UC-QcZREHWQJgUN5AOBab1NQ","孟琦 NATSUKI",3,"CCYXV2KKfnY","1.19532846715328"
"116","UC-QcZREHWQJgUN5AOBab1NQ","孟琦 NATSUKI",3,"e81Q98diTDc","1.19532846715328"
"117","UC-QcZREHWQJgUN5AOBab1NQ","孟琦 NATSUKI",3,"G0vjaOfdHFg","1.19532846715328"
"118","UC-QcZREHWQJgUN5AOBab1NQ","孟琦 NATSUKI",3,"irl7YXQFGC0","1.19532846715328"
"119","UC-QcZREHWQJgUN5AOBab1NQ","孟琦 NATSUKI",3,"pJJOooU9fFc","1.19532846715328"
"120","UC-QcZREHWQJgUN5AOBab1NQ","孟琦 NATSUKI",3,"VYcpyjscElQ","1.19532846715328"
"121","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"_eQ-UTByb6A","0.263305084745763"
"122","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"-pm6khJplfM","0.263305084745763"
"123","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"0dJCHQeWty8","0.263305084745763"
"124","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"0TMP1ohUhlU","0.263305084745763"
"125","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"14Yc11BakDg","0.263305084745763"
"126","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"1GXJLcR1nSw","0.263305084745763"
"127","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"8Y7BreJ4Rpw","0.263305084745763"
"128","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"9v2ivOxm5PA","0.263305084745763"
"129","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"ArOTAE_Fids","0.263305084745763"
"130","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"BfpuWn731ew","0.263305084745763"
"131","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"bMVziLQ9JVo","0.263305084745763"
"132","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"Bx04vASCAOA","0.263305084745763"
"133","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"C58az5oNtbg","0.263305084745763"
"134","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"CPgpn1SakXk","0.263305084745763"
"135","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"cuORV1MgEvE","0.263305084745763"
"136","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"d4BeQxSmcbY","0.263305084745763"
"137","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"DN7BHiaeKSU","0.263305084745763"
"138","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"epuFtbWS6t0","0.263305084745763"
"139","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"fVEnGWNpOBQ","0.263305084745763"
"140","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"FVHenoFH0_I","0.263305084745763"
"141","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"g5igbGy7QHs","0.263305084745763"
"142","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"gmeuflRc1o4","0.263305084745763"
"143","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"GsoI9XCsdQ4","0.263305084745763"
"144","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"HPZML4-IqHI","0.263305084745763"
"145","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"htlGMQF3HAM","0.263305084745763"
"146","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"iA4hUAKgj00","0.263305084745763"
"147","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"iaO-SdTPRdQ","0.263305084745763"
"148","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"IGUwmT4Rwto","0.263305084745763"
"149","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"IkHdluu98zc","0.263305084745763"
"150","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"IurwTPZ8_10","0.263305084745763"
"151","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"J-7NPpvMhIU","0.263305084745763"
"152","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"jcd_G8nMjNY","0.263305084745763"
"153","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"JewmTqDmIYg","0.263305084745763"
"154","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"JVj1Ac-781k","0.263305084745763"
"155","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"KPjr1bSnecQ","0.263305084745763"
"156","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"KsLk2F4RjNI","0.263305084745763"
"157","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"MFhqVEINK48","0.263305084745763"
"158","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"mgltCefJ5Zg","0.263305084745763"
"159","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"MuFDJYi9N3g","0.263305084745763"
"160","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"NIvOrob4pRA","0.263305084745763"
"161","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"No2lCB_BAGQ","0.263305084745763"
"162","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"OaTtigDml34","0.263305084745763"
"163","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"obINai20GpA","0.263305084745763"
"164","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"oIDau8j4CMg","0.263305084745763"
"165","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"OippNd_moKk","0.263305084745763"
"166","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"OsEAdJdF8pY","0.263305084745763"
"167","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"OXE3mQItSWA","0.263305084745763"
"168","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"p_rk2HtHSO0","0.263305084745763"
"169","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"paUQRTvYodo","0.263305084745763"
"170","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"pprLhPEjwII","0.263305084745763"
"171","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"pq10yl4y_Z4","0.263305084745763"
"172","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"QAgJSCOyDcQ","0.263305084745763"
"173","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"r3YplUnefBs","0.263305084745763"
"174","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"rbPC3JHsPVY","0.263305084745763"
"175","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"SBdAtt22iR0","0.263305084745763"
"176","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"TAW_VQufHOk","0.263305084745763"
"177","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"ThN9RkhLxCo","0.263305084745763"
"178","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"tIw4BI5_3So","0.263305084745763"
"179","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"TW9RHKrwuDk","0.263305084745763"
"180","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"TXQK4DLo3uM","0.263305084745763"
"181","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"ub_wvk8NiwQ","0.263305084745763"
"182","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"UgBIPhUjTTc","0.263305084745763"
"183","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"UGQd5rjzGYk","0.263305084745763"
"184","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"UliZ7SQ2MsM","0.263305084745763"
"185","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"upCLC0io3gs","0.263305084745763"
"186","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"V3Cysv4tkpI","0.263305084745763"
"187","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"vIDt7GV3zA0","0.263305084745763"
"188","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"VqCZY4PWsS4","0.263305084745763"
"189","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"VUJqpzdENpA","0.263305084745763"
"190","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"VzjyBEo_EZM","0.263305084745763"
"191","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"W19YVs-dGmc","0.263305084745763"
"192","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"wJ3z-Kae_No","0.263305084745763"
"193","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"WtFcWf9rQks","0.263305084745763"
"194","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"xuoybB3-4yw","0.263305084745763"
"195","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"yBtIyRpogXQ","0.263305084745763"
"196","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"YCEQmqq0OXU","0.263305084745763"
"197","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"YF0RV6xxNgw","0.263305084745763"
"198","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"ySmoaHZypvM","0.263305084745763"
"199","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"Yy3VboRDT4g","0.263305084745763"
"200","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"Z_Mx4E037s4","0.263305084745763"
"201","UCsaERFyJVQvjurXC3SsBYPw","歪點子實驗室",4,"ZnH6xjCfXbE","0.263305084745763"
"202","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"_AxiIIGd4U8","0.0933"
"203","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"_d05jLT8xlA","0.0933"
"204","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"-I8YkgMEeaw","0.0933"
"205","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"-VxMeEHDpEU","0.0933"
"206","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"0Ie_QdcV6vk","0.0933"
"207","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"0R_FyRGcZUU","0.0933"
"208","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"1OVgWH2Ee6M","0.0933"
"209","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"53Fz9qA0O5Y","0.0933"
"210","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"5rgJ8cZ4zIY","0.0933"
"211","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"6eIJVBa2nrs","0.0933"
"212","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"6kodndVusJM","0.0933"
"213","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"6tjoo9dXgRo","0.0933"
"214","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"7_avXcXzdb4","0.0933"
"215","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"7tKA0QEs_Q0","0.0933"
"216","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"aIvTRRPpHyU","0.0933"
"217","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"BcnavYHddCc","0.0933"
"218","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"btGug5kyxGQ","0.0933"
"219","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"CxxCsqG8CHo","0.0933"
"220","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"cYI36LXCWh0","0.0933"
"221","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"d0sGy-LqnxM","0.0933"
"222","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"Dm6K4Vghty8","0.0933"
"223","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"dXmqEw8Tz1s","0.0933"
"224","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"E8ShHBpK35A","0.0933"
"225","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"enzxTbEjne0","0.0933"
"226","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"EpCN0g0IOQo","0.0933"
"227","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"EWCHOq-17_s","0.0933"
"228","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"FDlhdDaqpn8","0.0933"
"229","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"FHigtHiu7yc","0.0933"
"230","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"FklikO-oIPw","0.0933"
"231","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"fLmH9zRe0Js","0.0933"
"232","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"Gt2rET_XIW0","0.0933"
"233","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"Ht9DRBcO0Cc","0.0933"
"234","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"hVjENQ3m-1E","0.0933"
"235","UC6ACBhKd6H-yGPVcT04iMCA","游淑慧 官方頻道",5,"HWFh0nccuYc","0.0933"
